model_name,dataset_name,dataset_config,split,max_texts,block_size,proj_dim,layer_idx,projection,proj_seed,feature_mode,beta_soft,k_sharp,window_size,k_linear_local,ridge_lambda,test_best_fixed,test_oracle,oracle_gap_abs,oracle_gap_rel_pct,winner_soft,winner_sharp,winner_window_soft,winner_weighted_linear,margin_mean,margin_median,frac_margin_lt_1e2,best_fixed_baseline_gap_closed_pct,pos_bucket_gap_closed_pct,logistic_acc,logistic_routed_loss,logistic_gap_closed_pct,hybrid_acc,hybrid_routed_loss,hybrid_gap_closed_pct
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,2,pca,0,clean,6.0,4,16,16,0.1,0.04736761748790741,0.04038860648870468,0.006979010999202728,14.733717609893333,0.17376543581485748,0.24876543879508972,0.19814814627170563,0.37932097911834717,0.005356204230338335,0.003691021353006363,0.8540123701095581,-0.00010675696882803267,-0.00010675696882803267,0.3839506208896637,0.04716137796640396,2.9552416787079436,0.38148149847984314,0.04645635932683945,13.057210434195909
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,2,pca,0,practical,6.0,4,16,16,0.1,0.04736761748790741,0.04038860648870468,0.006979010999202728,14.733717609893333,0.17376543581485748,0.24876543879508972,0.19814814627170563,0.37932097911834717,0.005356204230338335,0.003691021353006363,0.8540123701095581,-0.00010675696882803267,-0.00010675696882803267,0.39938274025917053,0.046444524079561234,13.226793607616457,0.3996913731098175,0.04566849395632744,24.346261403627704
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,2,random,0,clean,6.0,4,16,16,0.1,0.07510495185852051,0.07101123780012131,0.0040937140583992004,5.450657988717926,0.24783951044082642,0.14135801792144775,0.14413580298423767,0.46666666865348816,0.005592468660324812,0.003898587077856064,0.8367283940315247,0.00018200051324144734,0.0,0.46851852536201477,0.07506883144378662,0.8825204887077781,0.46759262681007385,0.07508396357297897,0.5128774463143986
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,2,random,0,practical,6.0,4,16,16,0.1,0.07510495185852051,0.07101123780012131,0.0040937140583992004,5.450657988717926,0.24783951044082642,0.14135801792144775,0.14413580298423767,0.46666666865348816,0.005592468660324812,0.003898587077856064,0.8367283940315247,0.00018200051324144734,0.0,0.4728395342826843,0.07517910748720169,-1.8112691077788838,0.46666669845581055,0.0751035064458847,0.035490100082082233
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,2,random,1,clean,6.0,4,16,16,0.1,0.07622910290956497,0.07213818281888962,0.004090920090675354,5.366611877262482,0.23148147761821747,0.16296295821666718,0.13209876418113708,0.47345679998397827,0.006169685162603855,0.004396580159664154,0.8163580298423767,-0.0003642496275547558,-0.0001821248137773779,0.47561731934547424,0.07621115446090698,0.43910132659231144,0.47345679998397827,0.07621674239635468,0.30250821379918263
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,2,random,1,practical,6.0,4,16,16,0.1,0.07622910290956497,0.07213818281888962,0.004090920090675354,5.366611877262482,0.23148147761821747,0.16296295821666718,0.13209876418113708,0.47345679998397827,0.006169685162603855,0.004396580159664154,0.8163580298423767,-0.0003642496275547558,-0.0001821248137773779,0.4694444537162781,0.07639150321483612,-3.9693958577683235,0.4750000238418579,0.07620257884263992,0.6487262236921665
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,4,pca,0,clean,6.0,4,16,16,0.1,0.08543892204761505,0.07162345945835114,0.013815462589263916,16.169987001433103,0.21296297013759613,0.23672839999198914,0.1527777761220932,0.39753085374832153,0.010565346106886864,0.0072346702218055725,0.6222222447395325,0.0,5.3929287917682336e-05,0.4027777910232544,0.08379897475242615,11.870328035856524,0.414814829826355,0.08272522687911987,19.642405484827254
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,4,pca,0,practical,6.0,4,16,16,0.1,0.08543892204761505,0.07162345945835114,0.013815462589263916,16.169987001433103,0.21296297013759613,0.23672839999198914,0.1527777761220932,0.39753085374832153,0.010565346106886864,0.0072346702218055725,0.6222222447395325,0.0,5.3929287917682336e-05,0.424691379070282,0.08289708942174911,18.398417929556448,0.42592594027519226,0.08154157549142838,28.209994288885333
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,4,random,0,clean,6.0,4,16,16,0.1,0.0956648737192154,0.08837684988975525,0.007288023829460144,7.618286154697825,0.21882715821266174,0.1496913582086563,0.2132716029882431,0.41820988059043884,0.007966644130647182,0.0054666101932525635,0.7182098627090454,0.0,0.00010223046426943042,0.4265432357788086,0.09563484787940979,0.4118873826903024,0.4154321253299713,0.09548074752092361,2.5263243983724877
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,4,random,0,practical,6.0,4,16,16,0.1,0.0956648737192154,0.08837684988975525,0.007288023829460144,7.618286154697825,0.21882715821266174,0.1496913582086563,0.2132716029882431,0.41820988059043884,0.007966644130647182,0.0054666101932525635,0.7182098627090454,0.0,0.00010223046426943042,0.424691379070282,0.0957392156124115,-1.0201598887730274,0.42623457312583923,0.09545407444238663,2.8923102087550348
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,4,random,1,clean,6.0,4,16,16,0.1,0.0980493351817131,0.09099116176366806,0.007058173418045044,7.198593855801526,0.21790122985839844,0.15864197909832,0.1756172776222229,0.44783949851989746,0.008910659700632095,0.006236918270587921,0.6777777671813965,-0.00010555961373626141,-0.00010555961373626141,0.4561728537082672,0.09801683574914932,0.46066166807236736,0.45555558800697327,0.09789711982011795,2.1567917511582513
openai-community/gpt2,wikitext,wikitext-2-raw-v1,validation,300,96,64,4,random,1,practical,6.0,4,16,16,0.1,0.0980493351817131,0.09099116176366806,0.007058173418045044,7.198593855801526,0.21790122985839844,0.15864197909832,0.1756172776222229,0.44783949851989746,0.008910659700632095,0.006236918270587921,0.6777777671813965,-0.00010555961373626141,-0.00010555961373626141,0.4530864357948303,0.09846600890159607,-5.903204047573556,0.44969138503074646,0.09794975072145462,1.4111194268541263
